Date,SKU_number,SoldCount
2018-04-25,2000098,2
2019-12-27,2000113,3
2020-02-03,2000104,2
2020-07-27,2000014,1
2019-10-17,2000010,0
2019-08-14,2000123,4
2020-12-08,2000130,6
2018-06-29,2000081,5
2020-07-30,2000018,1
2019-01-24,2000130,3
2019-02-14,2000032,1
2019-07-15,2000012,3
2020-10-03,2000061,6
2020-10-11,2000069,4
2018-02-15,2000110,4
2020-04-06,2000062,1
2019-09-19,2000064,2
2020-03-07,2000123,5
2019-05-30,2000100,5
2020-04-25,2000024,5
2018-06-21,2000035,2
2019-08-18,2000104,3
2020-11-15,2000019,2
2018-04-15,2000103,5
2018-12-29,2000109,4
2019-04-19,2000009,0
2019-08-18,2000051,3
2019-02-08,2000077,7
2020-01-18,2000021,1
2019-09-26,2000115,2
2020-03-04,2000028,2
2018-09-15,2000003,3
2020-12-23,2000105,1
2019-07-10,2000060,4
2020-07-21,2000097,2
2018-07-19,2000110,4
2018-08-11,2000023,2
2018-01-16,2000137,3
2019-09-02,2000079,5
2019-01-11,2000099,5
2018-05-01,2000071,2
2019-08-08,2000059,4
2018-07-20,2000053,2
2020-04-26,2000041,3
2020-02-26,2000022,3
2018-07-20,2000133,4
2020-12-21,2000069,1
2018-01-08,2000118,1
2018-03-25,2000011,3
2018-10-01,2000145,4
2018-08-09,2000051,3
2019-03-04,2000110,1
2018-06-18,2000086,4
2020-09-23,2000100,3
2020-03-29,2000020,2
2020-06-30,2000070,5
2020-05-10,2000131,2
2020-02-15,2000084,3
2018-12-28,2000128,4
2018-03-02,2000123,0
2019-11-21,2000078,4
2020-04-20,2000012,3
2018-02-11,2000148,0
2019-05-31,2000127,3
2019-11-11,2000011,6
2019-03-10,2000018,3
2018-04-15,2000041,4
2019-03-10,2000131,5
2018-09-16,2000130,1
2020-01-28,2000053,6
2018-02-23,2000076,1
2019-09-12,2000121,5
2019-01-01,2000082,1
2019-11-18,2000144,4
2019-10-01,2000038,1
2020-02-23,2000149,4
2018-09-30,2000114,2
2019-03-20,2000101,1
2019-10-03,2000125,2
2020-10-21,2000106,2
2019-01-28,2000001,0
2019-07-03,2000144,1
2018-08-15,2000014,2
2020-07-27,2000010,3
2020-01-13,2000094,3
2018-03-06,2000032,3
2020-02-01,2000054,4
2019-02-21,2000034,2
2020-05-20,2000068,3
2019-03-08,2000092,3
2020-02-17,2000001,2
2019-08-23,2000142,4
2019-04-30,2000141,4
2018-12-11,2000114,1
2018-04-11,2000049,2
2019-05-28,2000100,2
2018-07-30,2000107,1
2018-09-05,2000032,3
2019-08-18,2000040,2
2019-12-29,2000079,2
2020-11-13,2000074,2
2018-03-17,2000014,4
2019-08-29,2000048,3
2019-12-06,2000148,1
2019-08-01,2000010,1
2020-02-09,2000026,1
2020-10-09,2000054,4
2019-01-29,2000051,4
2020-05-04,2000101,2
2018-11-21,2000064,5
2019-04-22,2000121,2
2020-12-21,2000147,2
2019-09-28,2000110,2
2020-12-03,2000063,2
2020-09-07,2000017,2
2020-11-07,2000008,5
2018-10-05,2000045,1
2018-02-22,2000014,2
2018-03-27,2000054,5
2020-03-01,2000007,2
2019-02-02,2000052,2
2019-05-29,2000080,3
2019-12-10,2000148,1
2019-10-17,2000105,7
2019-02-08,2000110,4
2020-08-27,2000028,3
2020-05-25,2000040,3
2019-06-15,2000104,4
2020-10-18,2000093,2
2019-04-09,2000002,4
2019-11-30,2000113,5
2018-07-21,2000148,2
2018-07-30,2000114,2
2018-09-05,2000009,2
2020-05-23,2000048,3
2020-09-11,2000036,2
2018-09-12,2000103,1
2020-07-31,2000099,4
2020-06-17,2000103,3
2019-01-11,2000005,4
2019-12-11,2000102,9
2020-04-17,2000134,8
2018-03-01,2000089,5
2020-03-13,2000117,3
2019-04-25,2000143,4
2020-12-06,2000134,2
2019-01-26,2000004,5
2018-06-28,2000131,4
2020-10-27,2000010,3
2020-02-26,2000111,3
2020-11-29,2000063,3
2020-05-19,2000096,3
2018-03-26,2000025,3
2018-01-17,2000018,3
2018-08-05,2000046,5
2018-07-29,2000024,2
2020-07-30,2000032,1
2018-05-24,2000080,5
2019-12-29,2000122,6
2018-01-23,2000124,6
2019-07-13,2000093,5
2019-08-03,2000119,2
2018-09-07,2000024,7
2020-02-13,2000113,5
2020-12-24,2000012,3
2020-02-20,2000100,3
2020-10-20,2000041,5
2019-11-27,2000127,5
2020-06-21,2000020,2
2020-05-30,2000010,2
2018-04-17,2000127,2
2019-05-29,2000041,5
2020-03-11,2000147,4
2020-12-10,2000145,2
2019-03-20,2000082,5
2020-05-24,2000124,4
2020-12-27,2000121,5
2019-04-13,2000112,6
2019-05-21,2000149,5
2020-01-02,2000057,4
2019-04-02,2000116,2
2018-10-31,2000104,5
2018-12-31,2000016,2
2020-08-31,2000028,3
2019-04-28,2000046,4
2019-06-05,2000096,3
2019-09-03,2000141,3
2020-10-25,2000103,3
2020-09-01,2000058,2
2018-11-01,2000035,3
2018-08-02,2000051,5
2020-04-27,2000009,5
2020-04-04,2000005,6
2020-02-08,2000044,3
2019-10-24,2000019,2
2020-01-21,2000051,1
2018-02-09,2000015,1
2020-01-03,2000053,2
2020-11-26,2000085,1
2020-07-08,2000139,3
2019-10-07,2000075,3
2020-10-22,2000072,3
2019-03-22,2000126,1
2019-02-06,2000127,1
2018-01-05,2000014,3
2018-05-17,2000051,3
2018-03-28,2000045,4
2019-10-04,2000032,2
2019-09-11,2000021,3
2018-09-17,2000144,1
2019-06-18,2000029,2
2018-12-30,2000145,4
2020-08-17,2000063,2
2020-07-31,2000124,7
2020-10-17,2000067,1
2020-05-01,2000005,1
2018-05-18,2000045,1
2019-12-01,2000007,1
2019-12-07,2000049,7
2018-03-28,2000128,5
2019-06-13,2000100,1
2020-06-26,2000017,5
2020-05-31,2000108,3
2019-03-12,2000100,5
2019-05-08,2000009,3
2019-04-11,2000070,0
2020-04-27,2000027,4
2018-06-09,2000070,4
2020-05-28,2000125,4
2019-12-18,2000134,6
2019-08-01,2000117,2
2018-06-03,2000125,1
2019-08-17,2000103,4
2018-02-02,2000089,8
2019-12-01,2000076,1
2018-12-06,2000080,3
2020-05-04,2000001,5
2019-02-26,2000092,3
2019-10-05,2000144,5
2020-06-13,2000096,3
2019-04-18,2000092,3
2020-12-20,2000130,6
2019-04-13,2000012,2
2019-06-21,2000031,2
2020-03-22,2000065,2
2018-07-20,2000004,4
2020-06-30,2000051,1
2018-10-16,2000004,5
2019-12-01,2000100,2
2018-05-20,2000140,3
2019-07-08,2000132,3
2018-02-16,2000010,4
2019-07-19,2000028,4
2018-11-01,2000040,5
2020-01-11,2000019,3
2019-02-23,2000020,3
2019-01-21,2000129,2
2020-03-06,2000009,4
2020-03-20,2000131,3
2018-05-03,2000051,4
2018-11-26,2000127,3
2020-06-25,2000081,1
2019-07-29,2000002,2
2020-01-22,2000088,4
2018-09-25,2000096,5
2019-01-25,2000071,4
2019-06-13,2000102,6
2020-11-21,2000027,2
2020-05-23,2000029,4
2019-08-27,2000077,3
2019-02-19,2000072,5
2018-03-19,2000141,1
2020-09-22,2000090,4
2018-09-24,2000005,5
2019-01-18,2000121,2
2018-04-25,2000136,1
2018-03-07,2000097,1
2019-01-13,2000088,2
2018-03-07,2000149,3
2018-06-11,2000117,2
2020-05-20,2000044,4
2019-05-01,2000066,5
2020-04-17,2000014,4
2020-07-05,2000146,4
2020-04-20,2000128,4
2019-12-01,2000104,3
2019-11-13,2000058,3
2019-04-08,2000121,1
2018-07-07,2000138,0
2018-03-01,2000060,1
2019-10-09,2000025,6
2018-02-14,2000081,2
2020-03-27,2000143,1
2020-11-16,2000058,1
2020-02-13,2000059,6
2018-01-02,2000121,4
2019-01-11,2000015,0
2020-10-03,2000015,4
2019-06-13,2000075,4
2018-08-20,2000047,3
2018-09-09,2000077,3
2019-05-23,2000141,1
2019-12-16,2000141,2
2019-03-15,2000137,2
2018-12-03,2000130,1
2020-08-21,2000069,3
2018-08-26,2000105,2
2020-06-23,2000093,1
2020-01-23,2000096,3
2019-09-30,2000061,0
2019-10-25,2000083,4
2018-09-19,2000109,3
2018-01-01,2000063,2
2018-01-09,2000130,4
2018-04-15,2000077,1
2018-03-03,2000132,1
2020-07-10,2000001,5
2019-06-11,2000028,4
2018-03-01,2000020,3
2020-09-19,2000135,5
2020-01-25,2000074,4
2019-02-25,2000005,1
2020-06-15,2000147,3
2019-03-02,2000012,4
2019-03-08,2000087,0
2018-09-19,2000049,4
2019-02-01,2000041,1
2018-04-10,2000101,7
2018-05-07,2000056,0
2020-04-10,2000016,3
2018-12-17,2000011,3
2018-01-28,2000047,2
2018-06-15,2000059,3
2019-04-15,2000047,2
2019-06-15,2000033,5
2018-04-25,2000056,2
2018-01-09,2000026,6
2018-07-18,2000081,1
2020-03-27,2000001,5
2020-03-20,2000138,5
2019-07-27,2000087,4
2019-03-02,2000054,1
2020-10-25,2000134,2
2018-12-25,2000056,2
2019-12-22,2000017,2
2018-09-26,2000124,3
2020-07-04,2000073,3
2019-01-28,2000027,1
2020-05-01,2000145,3
2019-03-14,2000138,4
2020-11-04,2000071,3
2019-02-09,2000011,1
2020-01-08,2000128,6
2018-08-23,2000023,6
2020-01-08,2000116,2
2019-07-16,2000093,2
2019-01-19,2000074,4
2018-07-07,2000144,5
2019-02-20,2000111,1
2018-03-31,2000013,1
2019-08-04,2000032,6
2019-05-29,2000029,2
2019-08-21,2000120,2
2019-06-05,2000070,3
2020-04-04,2000077,2
2019-05-08,2000055,4
2020-10-29,2000092,3
2019-08-12,2000009,4
2018-11-26,2000009,3
2019-12-02,2000110,3
2020-12-21,2000143,2
2020-10-09,2000144,1
2019-11-10,2000020,1
2019-10-15,2000038,3
2018-09-02,2000117,3
2018-10-12,2000119,2
2020-06-02,2000001,1
2019-05-01,2000127,0
2019-06-24,2000110,0
2020-10-17,2000001,3
2020-08-28,2000075,2
2018-09-29,2000089,1
2020-02-05,2000135,2
2020-01-06,2000070,4
2019-06-08,2000008,2
2019-03-13,2000081,1
2019-11-23,2000018,2
2020-05-08,2000137,2
2019-11-29,2000075,3
2018-10-30,2000043,1
2019-10-25,2000030,1
2020-12-14,2000131,2
2019-09-18,2000141,1
2018-03-14,2000035,6
2019-06-22,2000063,4
2020-04-01,2000090,5
2018-07-22,2000097,2
2019-12-31,2000082,4
2018-05-20,2000095,4
2018-05-03,2000095,6
2018-07-23,2000139,1
2019-02-18,2000106,0
2020-06-04,2000115,2
2019-06-05,2000100,1
2020-01-20,2000091,4
2019-06-10,2000068,1
2018-11-21,2000067,5
2019-07-28,2000118,6
2018-09-29,2000001,1
2020-06-17,2000003,2
2019-08-19,2000083,3
2019-07-17,2000127,3
2020-12-13,2000092,2
2018-02-08,2000067,0
2019-06-26,2000003,2
2019-10-31,2000090,1
2020-09-21,2000096,6
2019-09-15,2000128,5
2019-10-11,2000137,1
2020-10-29,2000014,2
2019-05-17,2000056,2
2018-03-23,2000067,2
2020-05-19,2000046,2
2020-02-19,2000034,2
2020-09-30,2000094,4
2020-05-16,2000096,2
2019-08-28,2000010,3
2020-03-25,2000137,2
2019-01-15,2000122,2
2018-07-04,2000063,4
2020-12-13,2000032,3
2018-04-17,2000132,5
2018-03-04,2000001,1
2019-08-21,2000034,1
2019-07-20,2000049,1
2019-07-23,2000093,4
2018-12-04,2000001,4
2018-10-16,2000028,0
2019-03-25,2000039,2
2020-07-19,2000054,5
2018-09-06,2000090,2
2019-07-19,2000081,3
2020-02-16,2000074,1
2018-09-28,2000117,2
2019-02-21,2000028,2
2019-10-17,2000006,4
2020-12-16,2000003,2
2019-09-22,2000050,0
2020-10-31,2000103,8
2019-05-15,2000038,1
2020-12-20,2000056,2
2019-03-25,2000020,6
2018-01-13,2000084,7
2018-09-15,2000121,8
2018-03-26,2000034,2
2019-02-18,2000064,3
2018-01-06,2000057,2
2020-11-11,2000068,4
2020-03-11,2000136,3
2019-03-28,2000051,2
2018-05-09,2000053,4
2018-12-12,2000073,6
2019-07-04,2000113,3
2020-10-13,2000041,5
2018-08-14,2000124,2
2019-10-23,2000065,1
2019-12-02,2000095,2
2018-02-21,2000090,2
2019-03-01,2000096,4
2020-08-24,2000124,7
2019-01-27,2000095,3
2018-01-17,2000059,4
2020-10-08,2000096,6
2018-06-26,2000128,2
2020-04-19,2000140,4
2018-01-19,2000091,4
2019-09-03,2000008,1
2018-05-15,2000033,5
2020-01-23,2000146,0
2020-12-07,2000098,2
2020-10-22,2000090,3
2020-11-11,2000059,4
2018-10-23,2000147,4
2020-02-06,2000063,3
2019-08-24,2000091,3
2020-07-11,2000055,1
2018-03-05,2000035,1
2018-10-12,2000020,6
2020-07-01,2000046,3
2020-12-04,2000007,2
2018-05-26,2000121,4
2018-08-05,2000149,5
2020-03-11,2000048,3
2020-12-01,2000107,2
2019-02-01,2000039,2
2019-09-16,2000112,4
2020-08-13,2000083,3
2018-05-25,2000046,0
2019-07-04,2000090,5
2018-08-23,2000068,3
2020-10-09,2000147,1
2020-10-21,2000080,1
2020-03-24,2000142,6
2020-09-07,2000131,6
2018-04-08,2000008,2
2019-03-07,2000106,3
2019-11-13,2000112,3
2020-07-03,2000044,3
2019-05-27,2000028,2
2020-08-16,2000126,3
2018-03-29,2000107,5
2020-06-14,2000102,0
2019-09-25,2000002,5
2018-08-05,2000071,3
2020-01-10,2000016,5
2019-11-06,2000061,1
2020-09-20,2000083,3
2020-10-11,2000034,2
2019-10-04,2000133,4
2020-03-29,2000038,2
2018-11-18,2000020,6
2019-06-30,2000081,1
2018-10-30,2000144,3
2020-04-18,2000111,2
2019-11-16,2000046,4
2020-07-16,2000043,2
2019-02-10,2000081,2
2018-11-20,2000011,3
2020-08-11,2000125,6
2019-04-20,2000127,4
2020-12-23,2000023,4
2018-10-01,2000134,4
2018-01-06,2000047,0
2019-04-10,2000021,2
2020-12-08,2000051,2
2018-09-09,2000020,3
2018-07-06,2000003,3
2019-02-12,2000081,5
2019-04-11,2000092,3
2019-05-14,2000032,3
2020-03-13,2000005,3
2019-01-15,2000012,1
2020-08-24,2000117,2
2020-07-16,2000110,3
2019-12-10,2000023,3
2019-08-11,2000110,5
2020-06-26,2000007,5
2019-03-06,2000015,2
2019-10-20,2000078,3
2020-11-14,2000147,3
2018-06-08,2000023,2
2020-09-16,2000074,2
2019-03-25,2000087,2
2020-04-29,2000059,3
2019-06-12,2000112,4
2020-03-25,2000034,4
2018-05-06,2000029,2
2020-05-11,2000000,1
2020-06-08,2000066,4
2018-07-17,2000062,3
2019-07-29,2000065,3
2019-05-27,2000072,0
2019-05-17,2000018,2
2019-06-29,2000098,3
2019-06-03,2000045,0
2020-07-12,2000144,1
2019-11-06,2000020,3
2018-10-12,2000095,1
2019-12-19,2000045,3
2018-10-25,2000105,3
2020-05-24,2000118,5
2018-01-03,2000051,2
2020-01-15,2000143,5
2020-04-28,2000037,3
2020-05-28,2000044,3
2019-10-21,2000077,5
2019-05-03,2000002,5
2020-06-23,2000103,6
2018-01-25,2000082,3
2018-07-20,2000118,1
2019-06-10,2000035,0
2018-10-01,2000050,4
2020-11-10,2000069,4
2019-01-15,2000121,0
2018-09-26,2000008,4
2020-04-24,2000044,2
2019-03-06,2000014,2
2019-07-04,2000136,3
2019-04-03,2000042,2
2019-07-22,2000012,3
2018-04-29,2000043,2
2018-11-14,2000030,1
2019-02-16,2000049,2
2019-12-15,2000001,3
2020-07-01,2000134,1
2020-05-18,2000027,5
2019-03-16,2000017,1
2020-03-19,2000140,4
2019-04-28,2000005,2
2020-12-06,2000135,3
2018-10-22,2000143,3
2019-11-03,2000055,2
2020-12-07,2000034,3
2020-02-04,2000014,4
2018-11-01,2000012,0
2019-07-17,2000063,2
2020-08-15,2000130,3
2020-06-02,2000097,3
2020-08-03,2000091,2
2019-11-01,2000121,1
2020-02-19,2000064,3
2018-04-22,2000008,2
2018-10-30,2000148,4
2019-06-13,2000032,2
2019-01-19,2000012,4
2018-09-20,2000061,3
2019-12-26,2000135,1
2018-11-22,2000136,1
2020-11-23,2000084,3
2019-11-24,2000036,4
2020-10-29,2000027,2
2020-12-04,2000045,3
2018-11-15,2000045,2
2019-06-23,2000064,3
2018-11-05,2000061,5
2019-12-01,2000140,1
2019-03-07,2000137,4
2019-02-13,2000126,4
2018-05-14,2000120,3
2020-06-02,2000024,0
2018-10-12,2000006,1
2018-08-13,2000052,3
2018-11-16,2000013,1
2019-09-16,2000114,2
2020-12-03,2000019,0
2019-03-26,2000092,1
2020-09-20,2000064,6
2018-10-25,2000106,3
2020-02-10,2000129,3
2020-02-26,2000072,2
2020-04-15,2000019,2
2019-09-20,2000002,2
2019-05-08,2000023,4
2019-12-31,2000120,4
2018-04-22,2000050,3
2018-08-04,2000033,3
2019-04-24,2000026,0
2019-09-13,2000097,3
2020-06-12,2000024,2
2019-10-23,2000071,3
2020-12-18,2000013,5
2018-12-07,2000052,2
2020-01-23,2000031,3
2020-07-12,2000027,5
2020-08-02,2000101,2
2018-10-17,2000012,2
2018-11-04,2000051,3
2020-04-07,2000119,3
2018-05-09,2000048,2
2020-04-20,2000079,2
2019-07-15,2000105,7
2019-08-30,2000018,3
2018-07-26,2000010,1
2019-08-20,2000106,7
2019-07-15,2000010,4
2020-01-24,2000071,1
2018-09-20,2000034,3
2020-03-21,2000076,3
2018-01-16,2000149,3
2019-11-27,2000102,5
2020-09-10,2000007,1
2020-01-07,2000111,3
2020-06-08,2000140,3
2018-04-03,2000139,0
2018-06-12,2000065,2
2020-05-08,2000143,1
2018-07-08,2000011,3
2018-02-12,2000013,1
2019-02-08,2000008,1
2018-07-12,2000089,1
2020-08-18,2000044,2
2018-02-23,2000028,3
2019-03-23,2000014,3
2019-07-12,2000089,2
2020-12-15,2000009,5
2018-09-09,2000034,3
2018-09-15,2000007,6
2020-05-07,2000011,5
2020-04-01,2000035,3
2019-08-01,2000147,3
2020-09-21,2000060,4
2018-07-27,2000097,3
2018-06-22,2000133,1
2018-11-16,2000142,2
2019-05-18,2000061,2
2019-08-12,2000095,2
2019-04-05,2000035,3
2020-09-21,2000078,1
2018-10-25,2000009,2
2018-06-02,2000092,1
2020-11-06,2000022,2
2020-01-02,2000006,2
2018-08-22,2000109,3
2020-11-26,2000091,2
2020-05-23,2000050,2
2019-08-11,2000142,6
2018-07-17,2000066,4
2020-12-13,2000083,3
2020-06-10,2000112,4
2018-11-01,2000129,3
2020-07-21,2000083,1
2018-09-07,2000103,2
2020-06-18,2000124,0
2020-02-07,2000070,7
2018-09-30,2000009,2
2019-10-17,2000107,2
2020-02-11,2000057,4
2020-10-03,2000117,1
2019-06-22,2000011,5
2018-10-14,2000142,4
2019-04-14,2000129,4
2020-04-20,2000055,1
2019-09-22,2000051,4
2018-02-22,2000071,5
2019-10-24,2000099,2
2020-03-24,2000073,3
2019-01-02,2000055,4
2018-06-14,2000114,5
2018-10-05,2000041,3
2020-09-11,2000096,4
2020-08-29,2000020,2
2019-07-20,2000041,3
2018-06-19,2000110,4
2019-12-13,2000001,4
2020-02-13,2000008,6
2020-08-31,2000008,6
2019-05-15,2000041,1
2020-10-28,2000002,5
2019-11-05,2000134,5
2018-11-05,2000049,4
2020-07-24,2000122,2
2018-04-18,2000110,1
2019-02-19,2000086,2
2018-06-04,2000080,1
2019-09-18,2000076,4
2020-05-16,2000096,3
2018-08-12,2000071,7
2018-12-08,2000012,2
2019-11-11,2000124,1
2018-08-17,2000113,1
2019-06-01,2000128,0
2019-05-19,2000129,4
2020-09-06,2000107,5
2020-11-03,2000065,6
2019-04-21,2000094,3
2018-10-05,2000094,1
2019-12-21,2000001,2
2019-02-02,2000110,1
2020-06-15,2000146,6
2019-11-02,2000042,2
2018-01-01,2000099,4
2019-03-27,2000107,2
2018-04-14,2000118,5
2020-02-13,2000041,3
2020-02-17,2000132,2
2018-11-17,2000034,0
2019-07-11,2000136,4
2018-11-16,2000124,4
2018-04-30,2000039,3
2019-07-15,2000059,4
2018-04-10,2000080,8
2018-10-21,2000147,2
2019-12-10,2000051,4
2019-03-01,2000083,7
2020-02-06,2000122,1
2018-12-06,2000121,5
2020-08-21,2000046,2
2018-08-27,2000093,1
2020-11-02,2000062,2
2019-04-18,2000070,2
2020-06-01,2000008,3
2019-10-21,2000021,3
2018-05-01,2000121,0
2020-03-20,2000047,0
2018-01-19,2000008,6
2018-09-21,2000067,2
2019-12-14,2000093,1
2018-11-18,2000029,4
2019-06-25,2000128,3
2019-09-04,2000089,0
2018-05-14,2000037,2
2019-08-12,2000090,3
2019-10-12,2000135,2
2019-08-29,2000090,5
2019-04-26,2000080,2
2019-04-25,2000074,5
2018-05-04,2000039,4
2019-07-21,2000010,1
2020-11-02,2000085,5
2018-07-20,2000147,6
2019-11-12,2000060,4
2019-12-29,2000062,2
2019-04-19,2000052,3
2018-04-14,2000097,2
2020-05-06,2000048,4
2020-07-02,2000073,1
2018-06-18,2000075,4
2019-05-25,2000039,5
2020-11-06,2000057,3
2018-08-13,2000063,1
2018-02-22,2000114,2
2018-02-04,2000020,3
2020-10-20,2000102,6
2020-09-02,2000121,1
2019-01-19,2000046,0
2019-07-08,2000000,6
2018-09-21,2000040,1
2018-10-13,2000145,5
2020-07-10,2000038,3
2020-06-19,2000025,0
2018-02-08,2000124,2
2019-01-02,2000070,1
2018-04-04,2000062,4
2020-07-22,2000133,2
2020-08-20,2000115,0
2018-05-22,2000086,3
2020-01-25,2000111,4
2018-03-10,2000026,1
2018-01-28,2000137,2
2019-09-02,2000049,2
2019-07-07,2000017,2
2020-06-25,2000008,3
2018-06-22,2000054,2
2019-05-04,2000085,6
2019-02-16,2000144,1
2019-10-13,2000072,2
2020-10-12,2000045,7
2020-05-01,2000100,6
2018-07-24,2000091,4
2020-05-05,2000022,5
2020-08-05,2000081,9
2020-08-06,2000069,3
2019-09-06,2000099,0
2020-11-06,2000024,3
2018-04-26,2000080,4
2020-05-17,2000054,4
2020-01-29,2000029,6
2019-05-26,2000138,1
2019-05-17,2000111,1
2018-02-03,2000049,3
2020-10-02,2000049,5
2019-09-01,2000000,2
2018-10-03,2000051,4
2018-03-02,2000135,4
2020-07-23,2000057,1
2019-04-21,2000000,2
2018-01-01,2000121,4
2018-06-18,2000079,3
2019-11-10,2000077,2
2020-06-20,2000044,2
2018-03-03,2000102,3
2019-11-27,2000054,3
2019-10-22,2000078,4
2018-10-20,2000113,4
2020-08-23,2000038,5
2020-02-19,2000024,5
2020-05-23,2000124,5
2018-06-02,2000098,1
2018-06-17,2000002,3
2018-06-05,2000127,1
2020-10-16,2000058,2
2020-07-04,2000077,4
2018-01-09,2000075,2
2019-09-28,2000062,3
2019-02-09,2000032,4
2018-07-27,2000010,2
2020-08-27,2000016,5
2018-11-18,2000101,2
2018-08-30,2000079,2
2019-07-03,2000091,7
2020-09-01,2000037,5
2018-08-22,2000112,4
2018-05-03,2000074,4
2020-04-12,2000044,5
2018-02-18,2000130,1
2020-03-27,2000010,2
2018-08-22,2000049,5
2020-09-22,2000042,3
2019-03-29,2000086,1
2020-08-23,2000082,3
2018-02-14,2000046,1
2019-11-15,2000088,4
2020-03-12,2000054,5
2019-09-13,2000049,1
2018-04-18,2000146,5
2020-04-11,2000032,3
2019-03-05,2000009,2
2018-06-21,2000000,4
2020-06-20,2000140,2
2019-02-12,2000137,3
2019-07-03,2000106,2
2019-02-22,2000117,6
2020-10-04,2000011,4
2018-06-14,2000070,2
2019-05-21,2000098,2
2019-02-15,2000034,5
2019-01-03,2000147,3
2019-01-23,2000099,1
2018-10-30,2000127,1
2018-03-28,2000012,4
2020-03-24,2000009,3
2019-02-24,2000075,5
2020-12-12,2000123,7
2019-08-29,2000051,3
2020-03-24,2000048,4
2020-03-03,2000118,7
2020-02-07,2000006,1
2019-04-05,2000141,4
2020-08-29,2000109,1
2018-05-11,2000081,3
2018-08-10,2000116,5
2019-03-20,2000029,1
2020-12-06,2000002,7
2018-10-21,2000069,3
2019-01-09,2000069,2
2020-04-08,2000064,0
2018-11-28,2000086,3
2020-09-10,2000123,5
2018-09-11,2000100,5
2019-10-14,2000048,3
2018-05-16,2000135,4
2018-04-23,2000069,1
2020-11-12,2000063,3
2019-09-12,2000063,3
2019-04-05,2000074,1
2018-06-11,2000073,1
2018-01-09,2000092,1
2020-04-22,2000075,3
2020-06-09,2000097,4
2018-06-08,2000049,1
2019-11-22,2000065,4
2019-03-02,2000031,1
2020-03-07,2000125,8
2018-06-04,2000073,7
2019-04-19,2000147,5
2020-10-02,2000040,5
2019-03-16,2000028,3
2018-06-06,2000021,8
2018-09-23,2000080,1
2020-08-13,2000011,1
2018-08-18,2000045,2
2019-05-24,2000140,1
2018-12-10,2000076,1
2018-07-19,2000037,2
2018-10-01,2000030,4
2018-04-29,2000017,4
2018-07-08,2000038,8
2020-09-12,2000053,4
2019-01-15,2000001,2
2018-01-28,2000094,2
2020-06-15,2000084,4
2019-01-21,2000149,2
2020-09-21,2000117,4
2019-03-31,2000139,5
2018-11-01,2000128,2
2019-10-21,2000092,6
2019-08-18,2000075,2
2018-05-02,2000049,1
2018-02-10,2000134,1
2018-04-10,2000099,2
2020-06-23,2000059,5
2020-10-06,2000070,1
2020-01-30,2000126,4
2018-05-20,2000018,2
2019-01-09,2000061,4
2018-06-03,2000008,3
2019-01-10,2000006,3
2019-11-19,2000101,5
2018-06-26,2000148,2
2020-04-29,2000032,2
2019-06-23,2000049,1
2018-07-23,2000124,1
2019-09-05,2000055,2
2018-02-22,2000144,5
2020-05-25,2000015,4
2019-12-02,2000125,0
2019-10-28,2000018,3
2018-01-17,2000104,1
2020-09-11,2000064,6
2019-11-29,2000115,2
2020-04-29,2000070,2
2018-09-23,2000006,2
2020-10-06,2000102,3
2020-08-01,2000084,1
2019-12-14,2000131,4
2019-08-06,2000095,6
2018-05-18,2000123,0
2020-06-16,2000009,3
2020-10-31,2000135,7
2019-01-19,2000146,1
2018-07-16,2000019,3
2018-05-30,2000109,5
2020-12-10,2000076,5
2019-08-16,2000138,2
2018-08-08,2000005,6
2019-09-06,2000094,5
2020-05-06,2000006,6
2019-05-13,2000080,2
2019-02-08,2000144,4
2020-01-28,2000077,5
2019-02-03,2000125,0
2019-10-25,2000050,1
2018-07-23,2000081,3
2018-02-27,2000127,5
2020-08-10,2000124,3
2018-10-13,2000098,4
2018-08-23,2000140,2
2019-09-14,2000134,2
2019-12-15,2000090,3
2020-05-05,2000111,3
2018-08-24,2000138,3
2018-09-20,2000118,2
2019-09-28,2000027,0
2019-04-03,2000091,8
2019-06-17,2000035,2
2019-07-09,2000018,3
2019-02-10,2000129,4
2020-04-04,2000051,4
2020-03-05,2000125,2
2018-03-10,2000074,3
2019-12-24,2000107,7
2018-05-01,2000119,3
2020-06-16,2000085,4
2020-09-09,2000065,7
2019-02-28,2000122,3
2019-03-13,2000118,5
2019-10-14,2000021,6
2020-04-06,2000098,5
2020-07-15,2000123,2
2019-03-28,2000075,3
2019-03-24,2000104,4
2020-09-25,2000010,1
2020-01-06,2000090,3
2018-03-07,2000113,4
2018-07-29,2000011,4
2018-04-16,2000122,1
2019-11-18,2000126,4
2019-12-04,2000055,1
2019-07-28,2000126,1
2018-12-13,2000112,1
2019-10-06,2000135,3
2019-06-14,2000070,2
2020-01-17,2000139,7
2020-11-07,2000107,3
2019-04-22,2000040,4
2020-07-20,2000028,4
2020-08-14,2000100,3
2020-01-14,2000121,6
2018-08-15,2000039,5
2020-10-12,2000081,3
2018-03-13,2000004,2
2018-11-16,2000103,2
2020-09-13,2000130,2
2018-04-19,2000103,6
2019-06-06,2000124,1
2019-04-15,2000117,3
2020-02-07,2000064,3
2018-11-27,2000088,3
2019-10-11,2000132,3
2020-02-29,2000086,1
2020-02-15,2000057,2
2020-07-08,2000094,4
2020-09-19,2000015,4
2020-02-08,2000108,3
2018-09-25,2000004,2
